Id,Model,Price,Age,Mfg_Month,Millage,HP,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight
864,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,6,64690,86,0,1300,3,4,5,69,1020
865,HONDA Civic 1.6 Linea Terra LB 4/5-Doors,10950,65,4,64630,110,0,1600,5,4,5,85,1070
866,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,2,64613,110,0,1600,5,4,5,85,1085
867,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,9,64383,86,0,1300,3,4,5,69,1015
868,HONDA Civic LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,1,64000,110,0,1600,5,4,5,85,1075
869,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,3,63881,86,0,1300,3,4,5,69,1015
870,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,11,63870,72,0,2000,5,4,5,185,1135
871,HONDA Civic 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,3,63328,86,1,1300,5,4,5,85,1065
872,HONDA Civic 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,4,63000,86,1,1300,5,4,5,85,1065
873,HONDA Civic 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,8,63000,86,1,1300,3,4,5,69,1050
874,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,4,62396,110,0,1600,3,4,5,69,1050
875,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,7,62377,110,0,1600,5,4,5,85,1075
876,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,2,62316,110,0,1600,3,4,5,69,1050
877,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,1,62292,110,0,1600,3,4,6,85,1065
878,HONDA Civic 1.6i Linea Terra HB 2/3-Doors,8950,65,4,62225,110,0,1600,3,4,5,69,1050
879,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,62222,110,0,1600,5,4,5,85,1075
880,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,3,62135,86,0,1300,5,4,5,69,1035
881,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,62024,110,0,1600,5,4,5,85,1075
882,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,9,61977,86,0,1300,3,4,5,69,1015
883,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,7,61930,110,0,1600,4,4,5,69,1035
884,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,12,61682,110,0,1600,3,4,5,69,1050
885,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,1,61568,110,0,1600,4,4,5,69,1035
886,HONDA Civic 1.6 Linea Terra Comfort 4/5-Doors,8750,68,1,61504,110,0,1600,4,4,5,69,1035
887,HONDA Civic 1.6 HB Linea Terra 2/3-Doors,8250,65,4,61384,110,0,1600,3,4,5,69,1050
888,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,61343,110,0,1600,5,4,5,85,1075
889,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,61254,110,0,1600,5,4,5,85,1075
890,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,10,61166,110,0,1600,3,4,5,69,1050
891,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,7,61149,86,0,1300,5,4,5,69,1040
892,HONDA Civic 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,8,61144,110,0,1600,5,4,5,85,1090
893,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,61127,110,0,1600,3,4,5,69,1050
894,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,9,61100,86,0,1300,3,4,5,69,1015
895,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,1,61100,110,0,1600,5,4,5,85,1075
896,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,12,61000,110,0,1600,3,4,5,69,1050
897,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,4,60724,86,0,1300,3,4,5,69,1015
898,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,10995,59,10,60708,86,0,1300,5,4,5,69,1045
899,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,60532,110,0,1600,3,4,5,69,1050
900,HONDA Civic 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,2,60000,86,1,1300,4,4,5,69,1030
901,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,3,60000,86,0,1300,3,4,5,69,1015
902,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,60000,86,0,1300,3,4,5,69,1015
903,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,7,59295,86,0,1300,5,4,5,69,1035
904,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,4,59264,86,0,1300,3,4,5,69,1015
905,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,6,59000,110,0,1600,3,4,5,69,1050
906,HONDA Civic LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,6,59000,86,0,1300,5,4,5,19,1035
907,HONDA Civic 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,4,59000,110,0,1600,5,4,5,19,1075
908,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,8,59000,110,0,1600,5,4,5,85,1070
909,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,4,59000,110,0,1600,3,4,5,69,1050
910,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,1,58860,110,0,1600,3,4,5,85,1055
911,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,58829,110,0,1600,3,4,5,69,1050
912,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,3,58654,110,0,1600,5,4,5,85,1070
913,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,4,58300,86,0,1300,3,4,5,69,1015
914,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,58269,110,0,1600,3,4,5,69,1050
915,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,5,58136,110,0,1600,5,4,5,85,1075
916,HONDA Civic 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,3,58113,107,1,1600,3,4,5,85,1085
917,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,2,58058,110,0,1600,3,4,6,85,1065
918,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,9950,58,11,58000,110,0,1600,3,4,5,69,1050
919,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,10495,62,7,58000,110,0,1600,3,4,6,85,1065
920,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,1,57565,86,0,1300,5,4,5,69,1035
921,HONDA Civic 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,6,57413,107,1,1600,5,4,5,85,1115
922,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,4,57374,110,0,1600,5,4,5,85,1075
923,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,7,57179,110,0,1600,5,4,5,85,1075
924,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,57169,110,0,1600,3,4,6,85,1065
925,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,6,57124,110,0,1600,3,4,6,85,1065
926,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,6,57000,110,0,1600,3,4,5,69,1050
927,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,2,57000,110,0,1600,3,4,5,69,1050
928,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,6,57000,86,0,1300,5,4,5,69,1035
929,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,10,56259,86,0,1300,3,4,5,69,1015
930,HONDA Civic 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,7,56209,107,1,1600,3,4,5,85,1080
931,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,2,56074,86,0,1300,4,4,5,69,1000
932,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,6,55942,110,0,1600,5,4,5,85,1070
933,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,12,55844,86,0,1300,5,4,5,69,1045
934,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,8,55747,86,0,1300,3,4,5,69,1020
935,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,10950,58,11,55478,86,0,1300,5,4,5,69,1045
936,HONDA Civic 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,9,55085,107,1,1600,5,4,5,85,1105
937,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,55061,110,0,1600,5,4,5,85,1070
938,HONDA Civic 1.3 Hatchback 2/3-Doors,8950,65,4,55000,86,0,1300,3,4,5,69,1015
939,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,12,55000,110,0,1600,5,4,5,85,1075
940,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,6,54936,110,0,1600,5,4,5,85,1075
941,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,1,54875,110,0,1600,5,4,5,85,1070
942,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,2,54847,110,0,1600,3,4,5,69,1050
943,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,10250,60,9,54554,110,0,1600,3,4,6,85,1065
944,HONDA Civic 1.6 Linea Terra Sedan 4/5-Doors,9450,61,8,54125,110,0,1600,5,4,5,69,1035
945,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,8,54000,110,0,1600,3,4,5,85,1055
946,HONDA Civic 1.6 I lb luna 4/5-Doors,10500,57,12,54000,110,0,1600,5,4,5,85,1075
947,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,11,54000,86,0,1300,5,4,5,69,1035
948,HONDA Civic 2/3-Doors,10250,57,12,54000,110,0,1600,3,4,5,19,1135
949,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,7,53285,110,0,1600,5,4,5,85,1075
950,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,4,53053,110,0,1600,5,4,5,85,1075
951,HONDA Civic LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,1,53000,110,1,1587,3,4,5,19,1075
952,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,1,53000,86,0,1300,3,4,5,69,1015
953,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,5,52968,110,0,1600,3,4,5,69,1050
954,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,8450,67,2,52800,86,0,1300,3,4,5,69,1015
955,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,12,52548,110,0,1600,3,4,5,69,1050
956,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,9,52487,110,0,1600,4,4,5,69,1035
957,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,3,52383,86,0,1300,3,4,5,69,1015
958,HONDA Civic 1.6 linea terra 4/5-Doors,8900,61,8,52112,110,0,1600,4,4,5,69,1035
959,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,11,51712,110,0,1600,3,4,5,69,1050
960,HONDA Civic 1.6 Linea Luna Aut. 4/5-Doors,10950,58,11,51421,110,1,1600,5,4,3,85,1105
961,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,8,51235,86,0,1300,4,4,5,69,1000
962,HONDA Civic 1.3I LINEATERRA 2/3-Doors,8950,65,4,51000,86,0,1300,3,4,5,69,1015
963,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,8,50925,110,0,1600,5,4,5,85,1070
964,HONDA Civic ,9390,66,3,50806,86,0,1300,3,4,5,19,1480
965,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,10,50469,110,0,1600,5,4,5,85,1070
966,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,8,50173,110,0,1600,5,4,5,85,1075
967,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,50000,110,0,1600,5,4,5,85,1075
968,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,10950,65,4,49942,110,0,1600,3,4,6,85,1065
969,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,2,49585,110,0,1600,5,4,5,85,1085
970,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,7,49258,110,0,1600,4,4,5,69,1035
972,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,8,49000,110,0,1600,3,4,5,69,1050
973,HONDA Civic 1.6 LL HB 4/5-Doors,9950,63,6,48738,110,0,1600,5,4,5,85,1055
974,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,7,47750,86,0,1300,5,4,5,69,1040
975,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,6,47612,86,0,1300,3,4,5,69,1015
976,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,1,47500,86,0,1300,5,4,5,69,1035
977,HONDA Civic 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,3,47237,110,0,1600,3,4,5,69,1050
978,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,11,47171,86,0,1300,3,4,5,69,1015
979,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,9,47060,110,0,1600,4,4,5,69,1035
980,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,47014,86,0,1300,3,4,5,69,1015
981,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,9900,59,10,46929,86,0,1300,3,4,5,69,1025
982,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,6,46000,86,0,1300,5,4,5,69,1035
983,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,4,45681,110,0,1600,3,4,5,69,1050
984,HONDA Civic 1.3 HB Linea Terra 2/3-Doors,8750,65,4,45549,86,0,1300,3,4,5,69,1015
985,HONDA Civic 1.6 GTSi HB 4/5-Doors,10750,57,12,45000,110,0,1600,5,4,5,69,1050
986,HONDA Civic 1.6 GTSi HB 2/3-Doors,9750,57,12,45000,110,0,1600,3,4,5,69,1050
987,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,4,45000,110,0,1600,5,4,5,85,1075
988,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,3,45000,86,0,1300,5,4,5,69,1035
989,HONDA Civic 1.6 Linea Terra Sedan 4/5-Doors,9450,63,6,45000,110,0,1600,4,4,5,69,1035
990,HONDA Civic 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,8,45000,107,1,1600,3,4,5,85,1085
991,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,6,44944,110,0,1600,4,4,5,69,1035
992,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,9950,61,8,44597,86,0,1300,3,4,5,19,1015
993,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,1,44458,86,0,1300,3,4,5,69,1015
994,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,10,43818,110,0,1600,5,4,5,85,1070
995,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,9,43426,110,0,1600,5,4,5,85,1070
996,HONDA Civic 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,11,43000,110,1,1600,4,4,3,72,1114
997,HONDA Civic 1.6 SD TERRA 4/5-Doors,8950,68,1,43000,110,0,1600,5,4,5,69,1035
998,HONDA Civic 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,12,43000,110,0,1600,5,4,5,85,1075
999,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,5,43000,86,0,1300,3,4,5,69,1015
1000,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,1,42750,110,0,1600,3,4,5,69,1050
1001,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,2,42102,110,0,1600,5,4,5,85,1075
1002,HONDA Civic 1.6 LB Linea Terra 4/5-Doors,9950,63,6,41586,110,0,1600,5,4,5,19,1114
1003,HONDA Civic 1.6 4/5-Doors,9900,64,5,41200,110,0,1600,5,4,5,85,1070
1004,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,10950,57,12,40214,86,0,1300,3,4,5,69,1025
1005,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,9,40000,86,0,1300,4,4,5,69,1000
1006,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,3,39222,86,1,1300,3,4,5,69,1045
1007,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,3,39144,110,0,1600,3,4,5,69,1050
1008,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,7,39000,110,0,1600,5,4,5,85,1075
1009,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,8,38019,110,0,1600,5,4,5,85,1070
1010,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,1,37759,110,0,1600,5,4,5,85,1070
1011,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,8,37500,110,0,1600,5,4,5,85,1085
1012,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,9,37111,110,0,1600,3,4,5,69,1050
1013,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,7,37000,86,0,1300,3,4,5,69,1015
1014,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,36954,110,0,1600,3,4,5,69,1050
1015,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,9,36943,110,0,1600,5,4,5,85,1070
1016,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,6,36923,86,0,1300,5,4,5,69,1050
1017,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,3,36658,110,0,1600,3,4,5,69,1050
1018,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,4,36000,86,0,1300,3,4,5,69,1015
1019,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,10450,65,4,36000,110,0,1600,3,4,6,85,1065
1020,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,7,35512,110,0,1600,3,4,6,85,1065
1021,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,9250,65,4,35283,86,0,1300,3,4,5,69,1015
1022,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,1,35000,110,0,1600,3,4,5,69,1050
1023,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,10900,57,12,35000,86,0,1300,5,4,5,69,1045
1024,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,5,34114,110,0,1600,3,4,5,69,1050
1025,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,11,34000,110,0,1600,5,4,5,85,1075
1026,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,1,33847,86,0,1300,4,4,5,69,1000
1027,HONDA Civic 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,12,33535,110,0,1600,4,4,5,69,1035
1028,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,4,33000,110,0,1600,3,4,5,69,1050
1029,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,10,32150,110,0,1600,5,4,5,85,1085
1030,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,4,31588,86,0,1300,3,4,5,69,1015
1031,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,9,31480,110,0,1600,3,4,6,85,1065
1032,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,12,31307,110,0,1600,5,4,5,85,1070
1033,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,1,31000,110,0,1600,4,4,5,69,1035
1034,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,11,30634,110,0,1600,5,4,5,85,1075
1035,HONDA Civic 1.3 Linea Terra Comfort 4/5-Doors,9450,68,1,30300,86,0,1300,4,4,5,69,1000
1036,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,9,28500,86,1,1300,3,4,5,69,1045
1037,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,9,28500,110,0,1600,5,4,5,85,1075
1038,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,12,28000,86,0,1300,3,4,5,69,1015
1039,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,1,26698,110,0,1600,3,4,5,85,1055
1040,HONDA Civic 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,7,26000,107,1,1600,3,4,5,85,1085
1041,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,7,25505,86,0,1300,5,4,5,69,1035
1042,HONDA Civic 1.6 Luna LB 4/5-Doors,10500,58,11,25000,110,0,1600,5,4,5,85,1075
1043,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,3,22835,110,0,1600,3,4,5,69,1050
1044,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,10,22705,110,0,1600,5,4,5,85,1075
1045,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,6,22178,86,0,1300,3,4,5,69,1015
1046,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,10900,62,7,17345,110,0,1600,3,4,5,69,1050
1047,HONDA Civic 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,2,15535,86,1,1300,4,4,5,69,1030
1048,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,3,15110,86,0,1300,5,4,5,69,1035
1049,HONDA Civic 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,8,232940,72,0,2000,5,4,5,40,1172
1050,HONDA Civic 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,2,218118,72,0,2000,5,4,5,185,1150
1051,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,3,217764,72,0,2000,5,4,5,185,1135
1052,HONDA Civic 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,2,207114,110,0,1600,5,4,5,197,1114
1053,HONDA Civic 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,7,203254,72,0,2000,3,4,5,64,1135
1054,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,4,200732,72,0,2000,4,4,5,185,1100
1055,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,12,197501,72,0,2000,5,4,5,185,1135
1056,HONDA Civic 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,1,194765,72,0,2000,3,4,5,185,1120
1057,HONDA Civic 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,5,191620,72,0,2000,5,4,5,185,1150
1058,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,5,183277,72,0,2000,3,4,5,185,1115
1059,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,3,180378,72,0,2000,4,4,5,185,1100
1060,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,11,178800,72,0,2000,3,4,5,185,1115
1061,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,8,176177,110,0,1600,5,4,5,85,1075
1062,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,3,176000,86,0,1300,5,4,5,69,1035
1063,HONDA Civic 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,4,172980,72,0,2000,5,4,5,64,1135
1064,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,4,170000,72,0,2000,4,4,5,185,1100
1065,HONDA Civic 1.6 HB LINEA TERRA 2/3-Doors,7950,71,10,164000,110,0,1600,3,4,5,19,1050
1066,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,3,161775,86,0,1300,3,4,5,69,1015
1067,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,1,160000,86,0,1300,3,4,5,69,1015
1068,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,3,159968,72,0,2000,3,4,5,185,1115
1069,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,7,159908,110,0,1600,3,4,5,69,1050
1070,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,8,158492,86,0,1300,3,4,5,69,1015
1071,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,12,156204,72,0,2000,3,4,5,185,1115
1072,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,8,156169,86,0,1300,5,4,5,69,1035
1073,HONDA Civic 1.6 3D Terra/Comf. 2/3-Doors,7950,78,3,155210,110,0,1600,3,4,5,69,1050
1074,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,12,155000,72,0,2000,3,4,5,185,1115
1075,HONDA Civic 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,5,154900,72,0,2000,5,4,5,185,1140
1076,HONDA Civic 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,11,151300,72,0,2000,5,4,5,185,1150
1077,HONDA Civic 1.6 16v Linea Terra 4/5-Doors,6450,71,10,151000,110,0,1600,5,4,5,197,1094
1078,HONDA Civic 2.0D Linea Terra 2/3-Doors,7900,75,6,150000,72,0,2000,3,4,5,64,1135
1079,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,12,146304,72,0,2000,3,4,5,185,1115
